verdict,claim,date,source,reviewer,language,raw_verdict,raw_verdict_en
other,Una foto raffigura un giornalista che piange davanti alla Moschea di Al-Aqsa,2021-05-10T00:00:00Z,,bufale.net,it,La foto è un montaggio dell'evacuazione di Al-Aqsa con le immagini di un giornalista che piange davanti alla sconfitta dell'Irak all'Asian Cup del 2019,The photo is a montage of the evacuation of Al-Aqsa with images of a journalist crying in front of Iraq's defeat at the Asian Cup in 2019
other,Una donna transgender rimane incinta perché è in atto una manipolazione mentale per robotizzare l'umanità,2021-05-17T00:00:00Z,Giovanna Alfano,bufale.net,it,"Il caso Wyley Simpson è tutto naturale. Wyley era rimasta incinta mentre si sottoponeva a terapie ormonali per diventare uomo, e al momento del concepimento aveva ancora l'apparato riproduttore femminile.","The Wyley Simpson case is all natural. Wyley had become pregnant while undergoing hormone therapy to become a man, and at the time of conception she still had a female reproductive system."
other,Una foto mostra un gruppo di bambine incatenate per essere vendute ai loro pedofili.,2021-05-17T00:00:00Z,,bufale.net,it,La foto mostra la celebrazione dell'Ashura Day in Libano,The photo shows the celebration of Ashura Day in Lebanon
factual,O terreno da Embaixada da Palestina foi doado por Lula,2021-05-20T13:42:33Z,Vídeo no WhatsApp,piaui.folha.uol.com.br,pt,"Verdadeiro, mas","True, but"
misinformation,Quem está à frente da Palestina é o grupo terrorista chamado Hamas. E o Hamas está construindo uma base terrorista que eles chamam de embaixada,2021-05-20T13:42:33Z,Vídeo no WhatsApp,piaui.folha.uol.com.br,pt,Falso,Fake
misinformation,"A industria das Fake News do Hamas Bom dia seguidores da página Viva Israel, estou trazendo para vocês mais um vídeo da indústria de cinema. É praticamente uma indústria de cinema do grupo Hamas. O que a gente tá vendo aqui é um carro que será explodido como se Israel tivesse atingido ele, esse carro com mísseis. (...) Logo em seguida começam a entrar os figurantes, que vão se jogar no chão, como se tivessem sido as pessoas que sobreviveram a essa explosão. A partir daí, quando eles se deitam, começa o vídeo editado que todo mundo vê no mundo, como se o carro tivesse sido abatido. Isso são câmeras de segurança, para parecer bem real. Chega um carro para salvar as pessoas, para tentar ajudar (...)”",2021-05-19T18:25:42Z,Post no WhatsApp,piaui.folha.uol.com.br,pt,Falso,Fake
misinformation,“Brasil é o único país que utiliza urnas eletrônicas sem voto impresso”,2021-05-19T16:52:49Z,Post no Facebook,piaui.folha.uol.com.br,pt,Falso,Fake
misinformation,“Joe Biden Financiou Terroristas do Hamas Doando US$235 Milhões Para Faixa de Gaza e Cisjordânia”,2021-05-18T16:51:13Z,Post no Instagram,piaui.folha.uol.com.br,pt,Falso,Fake
misinformation,Governo Bolsonaro constrói cidade para 4 mil habitantes no RN com tudo que tem direito,2021-05-18T18:07:31Z,Título de texto publicado no Facebook,piaui.folha.uol.com.br,pt,Falso,Fake
misinformation,Lula diz negros são escravos e vagabundos,2021-05-18T20:04:27Z,Post no Instagram,piaui.folha.uol.com.br,pt,Falso,Fake
misinformation,Szczepionki nie zapobiegają transmisji wirusa.,2021-05-12T00:00:00Z,Jan Pospieszalski / Szpitale Pomorskie,fakenews.pl,pl,Fałsz,Falsehood
misinformation,"Setki wyrzuconych ""elektryków"" z Paryża rozkładają się i zatruwają ziemię.",2021-05-18T00:00:00Z,Media społecznościowe,fakenews.pl,pl,Fałsz,Falsehood
misinformation,Szczepionki przeciw COVID-19 reagują na pole magnetyczne- przyciągają magnes.,2021-05-10T00:00:00Z,Różni autorzy,fakenews.pl,pl,Fałsz,Falsehood
misinformation,"W elektrowni czarnobylskiej narasta tempo reakcji jądrowych, co jest bardzo niebezpieczne.",2021-05-03T00:00:00Z,Nagłówki w popularnych serwisach informacyjnych,fakenews.pl,pl,Fałsz,Falsehood
misinformation,Fałszywy palestyński film dyskredytuje Izrael,2021-05-14T00:00:00Z,Media społecznościowe,fakenews.pl,pl,Fałsz,Falsehood
misinformation,Dane z Izraela wskazują na szkodliwość szczepionki przeciwko COVID-19 dla ludzkiego organizmu.,2021-05-07T00:00:00Z,Różni autorzy,fakenews.pl,pl,Fałsz,Falsehood
misinformation,Podczas szczytu UE w Porto wypracowano porozumienie w sprawie zniesienia patentów na szczepionki przeciw COVID-19.,2021-05-10T00:00:00Z,PAP,fakenews.pl,pl,Fałsz,Falsehood
misinformation,Dwuletnie dziecko ze Stanu Virginia w USA zmarło po podaniu szczepionki przeciwko COVID-19.,2021-05-04T00:00:00Z,Różni autorzy,fakenews.pl,pl,Fałsz,Falsehood
misinformation,Szczepionki mRNA wywołują choroby neurodegeneracyjne,2021-05-03T00:00:00Z,Bart Classen,fakenews.pl,pl,Brak dowodów,There is no evidence
misinformation,Vous pouvez empêcher Instagram d'utiliser vos photos,,,ici.radio-canada.ca,fr,FAUX,FALSE
misinformation,"Il faudrait éviter de sortir de chez soi jusqu'au 3 avril, car on atteint un « stade d'infection maximale »",2020-03-22T00:00:00Z,,ici.radio-canada.ca,fr,Partiellement faux,Partially false
misinformation,Un homme dont la photo circule sur internet serait l'employé responsable de la fraude à Desjardins,2019-07-12T00:00:00Z,Sylvie Godmer,ici.radio-canada.ca,fr,Faux,False
misinformation,Le thé pur tache moins que le thé impur,2019-06-01T00:00:00Z,Blossom / First Media,ici.radio-canada.ca,fr,FAUX,FALSE
misinformation,Les taches violettes et les taches vertes dans les pommes de terres sont toxiques,2020-01-15T00:00:00Z,,ici.radio-canada.ca,fr,Faux,False
misinformation,Le coronavirus se propage rapidement sur les pompes à essence,2020-03-20T00:00:00Z,,ici.radio-canada.ca,fr,Faux,False
misinformation,Le sel de table contient de la craie,2019-06-01T00:00:00Z,Blossom / First Media,ici.radio-canada.ca,fr,FAUX,FALSE
misinformation,Die ARD Tagesschau hat diesen Raketenangriff in Gaza erfunden,,Verschiedene Quellen,faktencheck.afp.com,de,Falsch,Not correct
misinformation,Es gibt Probleme mit den Batterien dieser E-Autos,,Verschiedene Quellen,faktencheck.afp.com,de,Falsch,Not correct
misinformation,Diese Szene zeigt falsche Corona-Tote,2021-04-12T00:00:00Z,Verschiedene Quellen,faktencheck.afp.com,de,Falsch,Not correct
misinformation,Existierende Daten beweisen 20.000 Insolvenzanträge Anfang Mai,,Verschiedene Quellen,faktencheck.afp.com,de,Falsch,Not correct
misinformation,Deutsche Bürger*innen haften bei einer Staatspleite mit ihrem Privateigentum,,Verschiedene Quellen,faktencheck.afp.com,de,Falsch,Not correct
other,"Ein deutsches Wasserwerk kippt ""bei Bedarf"" Beruhigungsmittel ins Trinkwasser.",2021-05-03T00:00:00Z,,faktencheck.afp.com,de,"Kontrollstellen bemerkten keine derart erhöhten Medikamentenwerte, logistisch wäre das Szenario mehr als unwahrscheinlich.","Checkpoints did not notice any such increased drug levels, logistically the scenario would be more than improbable."
misinformation,Jean Castex a annoncé un reconfinement avec écoles fermées le 5 février,2021-01-21T00:00:00Z,internaute,lemonde.fr,fr,Faux,False
misinformation,La campagne d'Emmanuel Macron est-elle financée à plus de 30 % par l'Arabie Saoudite ?,2017-03-02T00:00:00Z,Plusieurs sites internet,lemonde.fr,fr,FAUX,FALSE
misinformation,Une mosquée soutenue par François Hollande et financée par des fonds publics va-t-elle ouvrir à Tulle ?,2019-06-24T00:00:00Z,Plusieurs sites internet,lemonde.fr,fr,FAUX,FALSE
misinformation,Cette image est la preuve d’une « magouille » favorisant Joe Biden,2020-11-05T00:00:00Z,Europe Israël,lemonde.fr,fr,TROMPEUR,MISLEADING
misinformation,"Marc Trévidic, ancien juge antiterroriste, a-t-il déclaré en octobre 2019 que « le pire est devant nous, Daech prépare des massacres de masse en France » ?",2019-10-08T00:00:00Z,Des internautes sur les réseaux sociaux,lemonde.fr,fr,FAUX,FALSE
misinformation,La méthode pilates a protégé 8000 pratiquants de la grippe espagnole,2020-11-05T00:00:00Z,utilisatrice Facebook,lemonde.fr,fr,Très douteux,Very doubtful
misinformation,45 000 églises vont-elles être détruites en France ?,2018-08-01T00:00:00Z,Plusieurs sites internet,lemonde.fr,fr,FAUX,FALSE
misinformation,L’allaitement peut-il remplacer les vaccins chez les nouveau-nés ?,2017-07-26T00:00:00Z,Plusieurs sites internet,lemonde.fr,fr,FAUX,FALSE
misinformation,Une banque peut-elle se renflouer en ponctionnant les comptes de ses clients ?,2020-01-16T00:00:00Z,Plusieurs sites internet,lemonde.fr,fr,FAUX,FALSE
misinformation,"Die Grünen wollten Bürgerinnen und Bürgern vorschreiben, dass sie ihr Auto nur noch zwölf Mal jährlich privat nutzen dürfen. In Berlin hätten „grüne Extremisten“ dafür bereits einen Vorstoß gemacht.",2021-05-01T00:00:00Z,Facebook-Beitrag,correctiv.org,de,Größtenteils falsch. Eine Bürgerinitiative forderte diese Begrenzung für die Stadt Berlin. Es handelt sich nicht um eine Forderung der Grünen. Allerdings befürworten die Grünen grundsätzlich autofreie Innenstädte.,"Mostly wrong. A citizens' initiative called for this limit for the city of Berlin. It is not a request from the Greens. However, the Greens generally advocate car-free city centers."
misinformation,Der ARD betrüge ihre Zuschauer und habe die Sprengung eines Gebäudes in Gaza fälschlich als Raketenangriff Israels bezeichnet.,2021-05-18T00:00:00Z,Facebook-Beitrag,correctiv.org,de,Falsch. Der Angriff auf das Gebäude mit Raketen ist in mehreren Videos deutlich zu sehen. Obendrein war der Angriff vom israelischen Militär angekündigt worden.,"Not correct. The rocket attack on the building can be clearly seen in several videos. On top of that, the attack was announced by the Israeli military."
misinformation,Ausrangierte Elektroautos aus Paris würden verrotten und den Boden vergiften.,2021-05-16T00:00:00Z,Viraler Facebook-Post,correctiv.org,de,Größtenteils falsch. Die gezeigten Bilder sind zwar echt und die Autos stammen größtenteils aus Paris – doch französischen Medienberichten zufolge wurden die Batterien aus den Autos entfernt.,"Mostly wrong. The pictures shown are real and the cars are mostly from Paris - but according to French media reports, the batteries have been removed from the cars."
misinformation,"Die Grünen würden in ihrem Wahlprogramm ein Verbot von Autos, Einfamilienhäusern, Fleisch, Flügen und Reisen fordern. Sie seien für eine CO2-Steuer, „mehr illegale Migration“ und „mehr Genderwahn“. Zudem würden die Vorschläge zu höheren Strompreisen, Heizkosten und Fleischpreisen führen.",2021-03-29T00:00:00Z,Viraler Facebook-Beitrag,correctiv.org,de,"Teilweise falsch. Im Wahlprogrammentwurf der Grünen werden keine Verbote für Fleisch, Autos, Einfamilienhäuser oder ein generelles Verbot von (Flug-)reisen gefordert. Sie sind auch nicht für „mehr illegale Migration“. Den Behauptungen zu höheren Strom- und Heizkosten fehlt Kontext. Richtig ist, dass die Grünen die CO2-Bepreisung befürworten.","Partly wrong. The Greens' draft election program does not call for any bans on meat, cars, single-family houses or a general ban on (air) travel. They are also not in favor of “more illegal migration”. Claims of higher electricity and heating costs lack context. It is correct that the Greens are in favor of CO2 pricing."
misinformation,Der Deutsche Ärztetag habe Zwangsimpfungen von Kindern beschlossen.,2021-05-09T00:00:00Z,Facebook-Beitrag,correctiv.org,de,Falsch. Der Deutsche Ärztetag hat keine Zwangsimpfungen von Kindern beschlossen.,Not correct. The German Medical Association has not decided to have any forced vaccinations for children.
misinformation,"Der Strom-Ladesäulen-Betreiber Ionity habe zum 15. Januar 2021 seine Preise auf 1,09 Euro pro Kilowattstunde erhöht. Ein üblicher Ladevorgang von 80 kWh koste damit 87,20 Euro. Bei einer Reichweite von 300 Kilometern entspreche das einem Preis von 29 Euro pro 100 Kilometer.",2021-04-21T00:00:00Z,Viraler Facebook-Beitrag,correctiv.org,de,Fehlender Kontext. Die Berechnung geht von besonders hohen Werten zu Strompreisen und Stromverbrauch von Elektroautos aus. Es gibt deutlich günstigere Preise.,Missing context. The calculation assumes particularly high values for electricity prices and electricity consumption of electric cars. There are significantly cheaper prices.
misinformation,Vom 1. bis 7. Mai 2021 habe es in Deutschland 20.453 Insolvenzanträge gegeben.,2021-05-09T00:00:00Z,Viraler Facebook-Beitrag,correctiv.org,de,Falsch. Die Behauptung basiert offenbar auf einer falschen Interpretation der Insolvenzdatenbank. Die Anzahl der Anträge wird nicht veröffentlicht. Es gab in dem Zeitraum 142 Sicherungsmaßnahmen und 2.412 Eröffnungen.,"Not correct. The claim is apparently based on a misinterpretation of the bankruptcy database. The number of applications is not published. There were 142 security measures and 2,412 openings during the period."
misinformation,"Aufgrund der Häufung von Todesfällen sei es „völlig abwegig“, einen ursächlichen Zusammenhang zwischen Impfungen und Todesfällen abzustreiten. Impfungen könnten Corona-Erkrankungen nicht verhindern und der Impfstoff sei nicht sicher.",2021-04-17T00:00:00Z,Kla.tv,correctiv.org,de,Größtenteils falsch. Es gibt keine Belege für einen ursächlichen Zusammenhang zwischen Impfungen und „tausenden“ Todesfällen. Impfungen schützen laut Studien zuverlässig vor Covid-19 und die aktuell in Deutschland eingesetzten Impfstoffe haben eine Sicherheitsprüfung durchlaufen.,"Mostly wrong. There is no evidence of a causal link between vaccinations and ""thousands"" of deaths. According to studies, vaccinations reliably protect against Covid-19 and the vaccines currently used in Germany have passed a safety check."
misinformation,"""In just seven years, the Liberals have gutted the Audit Office by 20%.""",2020-10-28T00:00:00Z,Anthony Albanese,abc.net.au,en,Overstated,Overstated
misinformation,Labor's dividend imputation policy would overwhelmingly affect the low paid,,Stuart Robert,abc.net.au,en,Misleading,Misleading
factual,"""It is a matter of history that incumbent governments find it nigh on impossible to win seats off an opposition at a by-election. For the last 100 years or so no government, of either political persuasion, has won a seat off an opposition at a by-election.""",2018-06-17T00:00:00Z,Mathias Cormann,abc.net.au,en,Correct,Correct
misinformation,"""At the present rate, we have [a] 1.6 per cent [population] growth rate. That's the highest in the developed world.""",2018-09-09T00:00:00Z,Dick Smith,abc.net.au,en,Incorrect,Incorrect
misinformation,"""What we don’t have in Australia is a law that basically says that you cannot discriminate against someone because of their religious beliefs.""",,Trent Zimmerman,abc.net.au,en,More to the story,More to the story
misinformation,"A COVID-19 Emergency Powers Act exists in Western Australia authorising the forcible testing and vaccination of children, including removing their underwear",2020-05-17T00:00:00Z,@tahlialikeitis,abc.net.au,en,Not the full story,Not the full story
misinformation,"""About two-thirds of those with negative geared properties have a taxable income of less than $80,000 ...""",2018-10-07T00:00:00Z,Josh Frydenberg,abc.net.au,en,Misleading,Misleading
misinformation,Vakcíny obsahují prvky přitahující magnet,2021-05-15T00:00:00Z,Různé zdroje,napravoumiru.afp.com,cs,Nepravda,It's not true
misinformation,Koronavirová pandemie je jen obyčejná vlna chřipky,2021-05-08T00:00:00Z,Různé zdroje,napravoumiru.afp.com,cs,Nepravda,It's not true
misinformation,75% Indů zemřelo do tří dnů po očkování proti Covid-19,2021-04-25T00:00:00Z,Různé zdroje,napravoumiru.afp.com,cs,Nepravda,It's not true
misinformation,Česká republika se přihlásila do klinické studie experimentální vakcíny,2021-05-02T00:00:00Z,Různé zdroje,napravoumiru.afp.com,cs,Nepravda,It's not true
misinformation,Lidé očkovaní proti onemocnění Covid-19 jsou nebezpeční,2021-04-29T00:00:00Z,,napravoumiru.afp.com,cs,Nepravda,It's not true
misinformation,"Jacques Attali řekl, že lidé nad 60 let by měli podstoupit eutanazii",2021-04-12T00:00:00Z,Různé zdroje,napravoumiru.afp.com,cs,Nepravda,It's not true
misinformation,Nejvyšší soud USA zrušil povinné očkování,2021-04-04T00:00:00Z,Různé zdroje,napravoumiru.afp.com,cs,Nepravda,It's not true
misinformation,Piráti chtějí daň z rezidenčních nemovitostí o 1%,2021-04-22T00:00:00Z,Různé zdroje,napravoumiru.afp.com,cs,Nepravda,It's not true
other,"Die Festnahme eines Mediziners in der Schweiz sorgt für Diskussionen in den sozialen Medien. Unter anderem kursiert die Behauptung, der Arzt sei festgenommen worden, weil er die Maßnahmen im Zuge der Coronavirus-Krise öffentlich kritisiert habe",2020-04-13T00:00:00Z,Unser Mitteleuropa,presseportal.de,de,"Die Polizei nahm den Arzt fest, weil er Drohungen im Internet verbreitet haben soll. Bei einer Hausdurchsuchung wurde nach Angaben der Staatsanwaltschaft eine Schusswaffe sichergestellt. Der Mann wurde in eine psychiatrische Klinik eingewiesen.","The police arrested the doctor for allegedly spreading threats on the Internet. According to the public prosecutor's office, a firearm was found during a house search. The man was admitted to a mental hospital."
misinformation,"Der Grünen-Politikerin Claudia Roth wird unterstellt, sie hätte den Wiederaufbau Deutschlands nach dem Zweiten Weltkrieg den Türken zugeschrieben. Das Zitate-Portal ""Wikiquote"" gibt für die falsche Aussage als Quelle die Talksendung ""Münchner Runde"" des Bayerischen Rundfunks von 2004 an - allerdings ohne Link.",2019-12-30T00:00:00Z,Mensch Sandy,presseportal.de,de,"Diese Aussage ist nicht gefallen. Die Redaktion der ""Münchner Runde"" teilt mit, dass der Satz falsch ist.","This statement was not made. The editors of the ""Münchner Runde"" announced that the sentence is wrong."
misinformation,"Das Bild einer angeblichen Zeitungsseite wird immer wieder in den sozialen Medien geteilt. Unter der Schlagzeile ""Auslandspresse warnt vor deutschen Medien"" wird dargelegt, dass ein internationaler Journalistenverband die einseitige Berichterstattung ""rund um die Ereignisse in Chemnitz"" kritisiere. Der Name des Zeitung ist auf dem Ausriss nicht zu sehen",,Sonntag Elke Horst,presseportal.de,de,Den genannten Journalistenverband gibt es nicht. Der Artikel ist frei erfunden.,The journalists' association mentioned does not exist. The article is fictitious.
misinformation,"In sozialen Netzwerken kursiert ein Beitrag, in dem behauptet wird, «Asylanten» hätten ein monatliches «Einkommen» von 837 Euro zur Verfügung. Da sie zudem kein Geld für Miete, Verpflegung, Kleidung und Handy ausgeben müssten, hätten sie am Monatsende deutlich mehr Geld übrig als ein «Angestellter»",2019-09-19T00:00:00Z,Gesicht zeigen gegen Asylmissbrauch,presseportal.de,de,Die angegebene Zahl zur staatlichen Unterstützung für «Asylanten» beruht offenbar auf veralteten Werten aus Österreich. Auch in diesem Zusammenhang sind die Zahlen aber nicht korrekt wiedergegeben.,"The figure given for state support for “asylum seekers” is apparently based on outdated values from Austria. In this context, too, the figures are not correctly reproduced."
misinformation,"Bei Facebook wird ein Screenshot des Twitter-Accounts ""@Cl_Roth"" geteilt, dessen Profilbild ein Foto der Grünen-Politikerin Claudia Roth zeigt. Im gezeigten Tweet heißt es: ""Ihr Deutschen habt doch sowieso keine Kultur und Identität mehr, also wofür Jubeln? Wir grünen werden schon dafür sorgen das alles Deutsche verschwindet und endlich der Islam einzieht."" [sic] Dazu der Kommentar: ""Wieso wird diese Volksverräterin nicht aus dem BT gefeuert?""",2020-02-16T00:00:00Z,Klaus-Peter Stimpel,presseportal.de,de,Der Twitter-Account war gefälscht und wurde inzwischen gesperrt. Das Zitat ist erfunden.,The Twitter account was fake and has since been blocked. The quote is made up.
other,"Ein gepostetes Bild in der Optik des Titelblatts einer Boulevardzeitung zeigt einen weinenden farbigen Mann, dessen Gesicht verpixelt ist. Daneben ist ein kleineres Bild einer Frau eingeklinkt, das mit einem schwarzen Balken versehen ist, der allerdings transparent ist - so dass man eindeutig die ehemalige Kapitänin der Sea-Watch 3, Carola Rackete, erkennen kann. Die Schlagzeile lautet: «Akono (17) aus Nigeria: Sie hat mich an Bord vergewaltigt». Unter dem Foto der Kapitänin steht «Sexmonster statt Heldin?» BEWERTUNG: Akono aus Nigeria ist eine fiktive Person, die Geschichte erfunden.",2019-07-25T00:00:00Z,Tobias Zemski,presseportal.de,de,"Die Bilder-Rückwärtssuche nach dem weinenden Mann ergibt: Das Foto ist bei der Bildagentur Getty Images zu finden. Die abgebildete Person ist ein Fotomodell, das einmal fröhlich, einmal traurig und einmal mit zugehaltenen Ohren fotografiert wurde","The reverse image search for the crying man shows: The photo can be found at the Getty Images photo agency. The person pictured is a photo model who was photographed once happy, once sad and once with closed ears"
other,"In einem Artikel auf «anonymousnews.ru» wird behauptet, bei den Bombenangriffen auf Dresden im Februar 1945 seien «mindestens 500.000, wahrscheinlich aber sogar eine Million» Menschen ums Leben gekommen. Es handele sich um einen «Bomben-Holocaust». Als Indizien für die Zahl der Opfer werden unter anderem Zeitungsberichte aus den Jahren 1955 und 1965 herangezogen.",2017-02-13T00:00:00Z,anonymousnews.ru,presseportal.de,de,"Bei den Luftangriffen auf Dresden starben nach Angaben einer Historikerkommission weniger als 25 000 Menschen. «Bombenholocaust» ist ein Ausdruck, den der Verfassungsschutz als Beispiel für Antisemitismus aufführt.","According to a commission of historians, fewer than 25,000 people died in the air raids on Dresden. ""Bomb holocaust"" is an expression that the Office for the Protection of the Constitution cites as an example of anti-Semitism."
misinformation,"In sozialen Medien wird behauptet, 770 000 Syrer lebten «von unserem Steuergeld». Offenbar ist damit gemeint, dass diese Menschen staatliche Grundsicherung - also Hartz IV - erhalten.",2019-07-08T00:00:00Z,Werner Schneider,presseportal.de,de,Die Zahl 770 000 ist falsch. Rund 590 000 Syrer beziehen in irgendeiner Form staatliche Grundsicherung.,"The number 770,000 is wrong. Around 590,000 Syrians have some form of basic state security."
misinformation,"Flemming Blicher, presidente del Partito Costituzionale danese, pubblica sul suo canale Telegram i dati ufficiali dei decessi in Danimarca, a seguito delle vaccinazioni Covid, aggiornati al 11.5.2021. I dati sono questi: 4.415 persone morte entro 30 giorni dalla vaccinazione (di cui 2.423 dopo prima dose e 1992 dopo seconda). Un numero che è quasi il doppio rispetto a quello dei deceduti con/per Covid da inizio ""pandemia"", ovvero 2.499.",2021-05-18T00:00:00Z,Guido Mattioni,butac.it,it,"La notizia è già stata smentita da uno degli istituti di ricerca danesi più noti e affidabili, diffonderla serve solo ad avvelenare il pozzo. ""si tratta in gran parte di anziani e cittadini vulnerabili, le cause di morte saranno ovviamente del tutto normali anche per i gruppi. È quindi sbagliato concludere che un totale di 4.415 persone siano morte a causa del vaccino.""","The news has already been denied by one of the best known and most reliable Danish research institutes, spreading it only serves to poison the well. ""These are largely elderly and vulnerable citizens, the causes of death will obviously be completely normal for groups as well. It is therefore wrong to conclude that a total of 4,415 people have died from the vaccine."""
misinformation,"Duri attacchi a Mel Gibson per il film sui Rothschild.. Mel Gibson, ha deciso di toccare il cuore del sionismo e dell'agenda globale del Nuovo Ordine Mondiale, dirigendo un film sulla famiglia Rothschild..! Una famiglia di banchieri che hanno creato il movimento sionista, lo Stato di Israele, e che per 200 anni hanno controllato il settore bancario, le organizzazioni globali...",2021-05-14T00:00:00Z,,butac.it,it,"In realtà il film satirico non è stato per ora acquistato dai distributori e eccetto qualche articolo del 2019 nessuno ne parla da due anni. Gibson avrebbe dovuto solo recitare una parte, non dirigere il film,","In reality, the satirical film has not yet been purchased by distributors and except for a few articles from 2019 no one has talked about it for two years. Gibson should only have played a part, not direct the movie,"
misinformation,in questo video vi dimostrerò due cose 1 che le cure per il povero esistono e 2 che il nostro governo non ha mai voluto adottarle perché le case farmaceutiche non le vogliono non le vogliono perché vogliono a mantenerci in questo stato di emergenza permanente,2021-05-14T00:00:00Z,Massimo Mazzucco,butac.it,it,"Purtroppo Mazzucco nel suo video dice tantissime cose inesatte, a partire dal fatto che esistano cure proibite...","Unfortunately Mazzucco in his video says many inaccurate things, starting from the fact that there are prohibited treatments ..."
misinformation,"È iniziata la sperimentazione sui bambini. Mi censurino nuovamente, nessun problema ma dichiaro apertamente che gli autori di questa sperimentazione sono CAROGNE DELLA PEGGIOR SPECIE.",2021-05-13T00:00:00Z,Gianluca Foglia Due,butac.it,it,IL bambino nel video soffre di epilezzia da dieci anni e non ha fatto nessuna sperimentazione COVID-19,The child in the video has been suffering from epilezzia for ten years and has not done any COVID-19 trials
other,"valentina di Fusco, commerciante d'occhiali, mostra le prove di come il governo fosse già a conoscenza di tutto per la psicopandemia sanitaria.",2021-05-10T00:00:00Z,Valentina Di Fusco,butac.it,it,"Nulla che non sia di libero accesso viene mostrato, nessuna prova, nessuna pistola fumante, Valentina di Fusco racconta cose facilmente smontabili, spacciandole per grandi verità nascoste...","Nothing that is not freely accessible is shown, no evidence, no smoking gun, Valentina di Fusco tells things that can be easily dismantled, passing them off as great hidden truths ..."
misinformation,Che pessimi attori questi palestinesi,2021-05-12T00:00:00Z,Enzo Raisi,butac.it,it,Ma in realtà il video che viene condiviso risale al 2020 e viene dalla Giordania non dalla Palestina.,But in reality the video that is shared dates back to 2020 and comes from Jordan not Palestine.
misinformation,Una donna si accascia al suolo dopo aver ricevuto il siero di fogna,2021-05-10T00:00:00Z,Monica Nica,butac.it,it,"La donna è svenuta al centro vaccinale, non esiste traccia della notizia in Messico, è probabile sia stato solo un attacco di ansia.","The woman passed out at the vaccination center, there is no trace of the news in Mexico, it is likely it was just an anxiety attack."
misinformation,"Svezia e il mistero della sindrome che addormenta i bambini per sempre. Sono 169 i casi. Sono figli di immigrati yazidi: il loro cervello funziona regolarmente, ma non parlano, non si muovono e devono essere alimentati attraverso sonde",2021-04-30T00:00:00Z,Vittorio Sabadin,butac.it,it,"Non è affatto vero che i bambini di cui si parla si addormentano per sempre come sostiene il titolo de La Stampa, nella maggior parte dei casi è bastato che le loro famiglie trovassero stabilità per risolvere il conflitto emotivo che portava a quell'apatia.","It is not at all true that the children we are talking about fall asleep forever as the title of La Stampa claims, in most cases it was enough for their families to find stability to resolve the emotional conflict that led to that apathy."
misinformation,ASTRAZENECA AVVERTE: FINO AL 10% DEI VACCINATI SVILUPPA MALATTIA AUTOIMMUNE,2021-05-05T00:00:00Z,DataBaseItalia,butac.it,it,"La lettera a cui fanno riferimento non dice affatto quanto riportato nei titoli usati da DataBaseItalia, che ha rettificato ma in maniera incompleta.","The letter to which they refer does not at all say what is reported in the titles used by DataBaseItalia, which it has corrected but in an incomplete manner."
misinformation,Links are being shared around for COVID-19 Emergency Relief Fund Phase 4 Grants.,2021-05-14T00:00:00Z,Viral social media post,namibiafactcheck.org.na,en,FALSE: There are no COVID-19 Emergency Relief Fund Phase 4 Grants being offered in Namibia.,FALSE: There are no COVID-19 Emergency Relief Fund Phase 4 Grants being offered in Namibia.
misinformation,"Online and viral social media posts claim that Dr Denis Mukwege said: “I cannot in any case dirty my Nobel Peace Prize for money, we had been ordered to declare any illness to be coronavirus and any death. In addition, the thing that displeased me is that, after more than 100 samples none came out positive. I have a career to protect and I am Congolese by blood. Getting rich by lying is a sin before God, I quit.”",2020-06-17T00:00:00Z,African Report Files / Kiffasblog,namibiafactcheck.org.na,en,FALSE: Dr Denis Mukwege never made such statements.,FALSE: Dr Denis Mukwege never made such statements.
misinformation,"A post claiming that a teacher at a school in Havana, Windhoek, has tested positive for covid-19 has been circulating on social media platforms.",,Viral social media post,namibiafactcheck.org.na,en,"FALSE: No Havana, Windhoek, teacher has tested positive for COVID-19.","FALSE: No Havana, Windhoek, teacher has tested positive for COVID-19."
misinformation,Isreali scientists created a COVID-19 vaccine in February 2020.,,Viral social media post,namibiafactcheck.org.na,en,FALSE: Isreali scientists did not create a COVID-19 vaccine in February 2020.,FALSE: Isreali scientists did not create a COVID-19 vaccine in February 2020.
misinformation,Roche Medical Company will launch a vaccine next Sunday,,Viral social media post,namibiafactcheck.org.na,en,FALSE: Roche has not developed a vaccine for Covid-19.,FALSE: Roche has not developed a vaccine for Covid-19.
misinformation,"“I am pleased to report that 'Operation Kalahari Desert' has indeed registered magnificent successes in combating crime and the public is appreciative of the positive impact the joint law enforcement forces have made towards the provision of safety and security, 'adding' such joint operations must continue”",2020-02-03T00:00:00Z,Namibian Police inspector-general Sebastian Ndeitunga,namibiafactcheck.org.na,en,UNPROVEN – The data is incomplete and the citing of such data was misleading.,UNPROVEN – The data is incomplete and the citing of such data was misleading.
misinformation,4.415 danskere er døde af covid-19-vacciner,,Adskillige opslag på Facebook,tjekdet.dk,da,Falsk,False
misinformation,"Vildledende påstande om mundbind, tungmetaller i vacciner og asymptomatiskes smitterisiko",,Sygeplejerske,tjekdet.dk,da,"Falsk, men…","False, but…"
misinformation,Presset på de svenske hospitaler stiger og stiger - især på intensivafdelingerne,,Astrid Krag,tjekdet.dk,da,Misvisende,Misleading
